"Name","Fill_rate","Normal_capacity","Reserve","Date"
"El Kensera","31.1","216.4","67.3","2021-03-25"
"El Kensera","49.2","216.4","106.6","2020-03-25"
"Bin El Ouidane","33.5","1215.5","407.5","2021-03-25"
"Bin El Ouidane","36.5","1215.5","444.1","2020-03-25"
"Al Hanssali","38.7","668.2","258.9","2021-03-25"
"Al Hanssali","28.7","668.2","192","2020-03-25"
"Al Massira","12.6","2657","334.4","2021-03-25"
"Al Massira","15.9","2657","423.2","2020-03-25"
"Oued El Makhazine","94.9","672.9","638.6","2021-03-26"
"Oued El Makhazine","96.5","672.9","649","2020-03-26"
"Hassan II","28.8","392.3","113.2","2021-03-26"
"Hassan II","30.4","392.3","119.2","2020-03-26"
"Oued ZA","70","94.9","66.5","2021-03-26"
"Oued ZA","100","94.9","94.9","2020-03-26"
"Mohamed V","36.1","239.5","86.5","2021-03-26"
"Mohamed V","49.9","239.5","119.5","2020-03-26"
"Idriss 1er","78.3","1129.6","883.9","2021-03-26"
"Idriss 1er","79.4","1129.6","896.5","2020-03-26"
"Al Wahda","76.8","3522.3","2704.9","2021-03-26"
"Al Wahda","57.5","3522.3","2023.8","2020-03-26"
"El Kensera","31.1","216.4","67.2","2021-03-26"
"El Kensera","49.2","216.4","106.6","2020-03-26"
"Bin El Ouidane","33.7","1215.5","409.9","2021-03-26"
"Bin El Ouidane","36.8","1215.5","447.7","2020-03-26"
"Al Hanssali","38.8","668.2","259.3","2021-03-26"
"Al Hanssali","28.7","668.2","191.9","2020-03-26"
"Al Massira","12.6","2657","333.7","2021-03-26"
"Al Massira","16.3","2657","434.1","2020-03-26"
"Oued El Makhazine","94.4","672.9","635.1","2021-03-27"
"Oued El Makhazine","96.5","672.9","649","2020-03-27"
"Hassan II","28.9","392.3","113.2","2021-03-27"
"Hassan II","30.4","392.3","119.2","2020-03-27"
"Oued ZA","70.1","94.9","66.5","2021-03-27"
"Oued ZA","100","94.9","94.9","2020-03-27"
"Mohamed V","36.5","239.5","87.5","2021-03-27"
"Mohamed V","49.9","239.5","119.5","2020-03-27"
"Idriss 1er","78.6","1129.6","887.5","2021-03-27"
"Idriss 1er","79.4","1129.6","896.5","2020-03-27"
"Al Wahda","76.5","3522.3","2693.5","2021-03-27"
"Al Wahda","57.5","3522.3","2023.8","2020-03-27"
"El Kensera","31.1","216.4","67.2","2021-03-27"
"El Kensera","49.2","216.4","106.6","2020-03-27"
"Bin El Ouidane","34","1215.5","413.7","2021-03-27"
"Bin El Ouidane","36.8","1215.5","447.7","2020-03-27"
"Al Hanssali","38.8","668.2","259.6","2021-03-27"
"Al Hanssali","28.7","668.2","191.9","2020-03-27"
"Al Massira","12.5","2657","333","2021-03-27"
"Al Massira","16.3","2657","434.1","2020-03-27"
"Oued El Makhazine","94.3","672.9","634.7","2021-03-28"
"Oued El Makhazine","96.5","672.9","649","2020-03-28"
"Hassan II","28.9","392.3","113.2","2021-03-28"
"Hassan II","30.4","392.3","119.2","2020-03-28"
"Oued ZA","70.1","94.9","66.6","2021-03-28"
"Oued ZA","100","94.9","94.9","2020-03-28"
"Mohamed V","36.9","239.5","88.3","2021-03-28"
"Mohamed V","49.9","239.5","119.5","2020-03-28"
"Idriss 1er","78.7","1129.6","889.5","2021-03-28"
"Idriss 1er","79.4","1129.6","896.5","2020-03-28"
"Al Wahda","76.2","3522.3","2684.2","2021-03-28"
"Al Wahda","57.5","3522.3","2023.8","2020-03-28"
"El Kensera","31.1","216.4","67.2","2021-03-28"
"El Kensera","49.2","216.4","106.6","2020-03-28"
"Bin El Ouidane","34.3","1215.5","417.5","2021-03-28"
"Bin El Ouidane","36.8","1215.5","447.7","2020-03-28"
"Al Hanssali","39","668.2","260.9","2021-03-28"
"Al Hanssali","28.7","668.2","191.9","2020-03-28"
"Al Massira","12.5","2657","333.4","2021-03-28"
"Al Massira","16.3","2657","434.1","2020-03-28"
"Oued El Makhazine","94.4","672.9","635.1","2021-03-29"
"Oued El Makhazine","95","672.9","639.3","2020-03-29"
"Hassan II","28.9","392.3","113.2","2021-03-29"
"Hassan II","30.5","392.3","119.6","2020-03-29"
"Oued ZA","70.1","94.9","66.6","2021-03-29"
"Oued ZA","100","94.9","94.9","2020-03-29"
"Mohamed V","37","239.5","88.7","2021-03-29"
"Mohamed V","64.6","239.5","154.8","2020-03-29"
"Idriss 1er","78.9","1129.6","891","2021-03-29"
"Idriss 1er","79.9","1129.6","902.6","2020-03-29"
"Al Wahda","76","3522.3","2675.9","2021-03-29"
"Al Wahda","57.6","3522.3","2030","2020-03-29"
"El Kensera","31.1","216.4","67.2","2021-03-29"
"El Kensera","49.2","216.4","106.6","2020-03-29"
"Bin El Ouidane","34.6","1215.5","420.5","2021-03-29"
"Bin El Ouidane","37.5","1215.5","455.2","2020-03-29"
"Al Hanssali","39.2","668.2","262.1","2021-03-29"
"Al Hanssali","28.3","668.2","189.3","2020-03-29"
"Al Massira","12.4","2657","328.8","2021-03-29"
"Al Massira","16.5","2657","439.2","2020-03-29"
"Oued El Makhazine","94.3","672.9","634.3","2021-03-30"
"Oued El Makhazine","95.1","672.9","639.7","2020-03-30"
"Hassan II","28.9","392.3","113.2","2021-03-30"
"Hassan II","30.5","392.3","119.6","2020-03-30"
"Oued ZA","70.2","94.9","66.6","2021-03-30"
"Oued ZA","100","94.9","94.9","2020-03-30"
"Mohamed V","36.3","239.5","86.9","2021-03-30"
"Mohamed V","64.8","239.5","155.2","2020-03-30"
"Idriss 1er","79.1","1129.6","893.5","2021-03-30"
"Idriss 1er","80","1129.6","904.1","2020-03-30"
"Al Wahda","75.6","3522.3","2663.5","2021-03-30"
"Al Wahda","57.7","3522.3","2033.5","2020-03-30"
"El Kensera","31.1","216.4","67.2","2021-03-30"
"El Kensera","49.2","216.4","106.6","2020-03-30"
"Bin El Ouidane","34.8","1215.5","422.8","2021-03-30"
"Bin El Ouidane","37.7","1215.5","458.6","2020-03-30"
"Al Hanssali","39.3","668.2","262.9","2021-03-30"
"Al Hanssali","28.4","668.2","189.8","2020-03-30"
"Al Massira","12.3","2657","327.7","2021-03-30"
"Al Massira","16.6","2657","442.2","2020-03-30"
"Oued El Makhazine","94.1","672.9","632.9","2021-04-01"
"Oued El Makhazine","95.1","672.9","639.7","2020-04-01"
"Hassan II","28.9","392.3","113.2","2021-04-01"
"Hassan II","30.5","392.3","119.6","2020-04-01"
"Oued ZA","70.3","94.9","66.7","2021-04-01"
"Oued ZA","100","94.9","94.9","2020-04-01"
"Mohamed V","35.9","239.5","85.9","2021-04-01"
"Mohamed V","64.8","239.5","155.2","2020-04-01"
"Idriss 1er","79.4","1129.6","897","2021-04-01"
"Idriss 1er","80","1129.6","904.1","2020-04-01"
"Al Wahda","74.8","3522.3","2635.8","2021-04-01"
"Al Wahda","57.7","3522.3","2033.5","2020-04-01"
"El Kensera","31.1","216.4","67.2","2021-04-01"
"El Kensera","49.2","216.4","106.6","2020-04-01"
"Bin El Ouidane","35.2","1215.5","427.4","2021-04-01"
"Bin El Ouidane","37.7","1215.5","458.6","2020-04-01"
"Al Hanssali","39.3","668.2","262.7","2021-04-01"
"Al Hanssali","28.4","668.2","189.8","2020-04-01"
"Al Massira","12.3","2657","326","2021-04-01"
"Al Massira","16.6","2657","442.2","2020-04-01"
"Oued El Makhazine","94.1","672.9","632.9","2021-04-02"
"Oued El Makhazine","98.5","672.9","663.1","2020-04-02"
"Hassan II","28.9","392.3","113.2","2021-04-02"
"Hassan II","30.5","392.3","119.6","2020-04-02"
"Oued ZA","70.4","94.9","66.8","2021-04-02"
"Oued ZA","100","94.9","94.9","2020-04-02"
"Mohamed V","35.9","239.5","85.9","2021-04-02"
"Mohamed V","65.2","239.5","156.2","2020-04-02"
"Idriss 1er","79.6","1129.6","899.1","2021-04-02"
"Idriss 1er","80.3","1129.6","907.1","2020-04-02"
"Al Wahda","74.6","3522.3","2628.7","2021-04-02"
"Al Wahda","58.3","3522.3","2054","2020-04-02"
"El Kensera","31","216.4","67.1","2021-04-02"
"El Kensera","49.2","216.4","106.6","2020-04-02"
"Bin El Ouidane","35.3","1215.5","428.5","2021-04-02"
"Bin El Ouidane","38.4","1215.5","467.3","2020-04-02"
"Al Hanssali","39","668.2","260.9","2021-04-02"
"Al Hanssali","28.2","668.2","188.1","2020-04-02"
"Al Massira","12.2","2657","324.9","2021-04-02"
"Al Massira","16.8","2657","446.9","2020-04-02"
"Oued El Makhazine","94","672.9","632.6","2021-04-03"
"Oued El Makhazine","98.5","672.9","663.1","2020-04-03"
"Hassan II","28.9","392.3","113.2","2021-04-03"
"Hassan II","30.5","392.3","119.6","2020-04-03"
"Oued ZA","70.4","94.9","66.8","2021-04-03"
"Oued ZA","100","94.9","94.9","2020-04-03"
"Mohamed V","35.9","239.5","85.9","2021-04-03"
"Mohamed V","65.2","239.5","156.2","2020-04-03"
"Idriss 1er","79.7","1129.6","900.1","2021-04-03"
"Idriss 1er","80.3","1129.6","907.1","2020-04-03"
"Al Wahda","74.7","3522.3","2629.7","2021-04-03"
"Al Wahda","58.3","3522.3","2054","2020-04-03"
"El Kensera","31","216.4","67.1","2021-04-03"
"El Kensera","49.2","216.4","106.6","2020-04-03"
"Bin El Ouidane","35.3","1215.5","429.1","2021-04-03"
"Bin El Ouidane","38.4","1215.5","467.3","2020-04-03"
"Al Hanssali","39","668.2","260.7","2021-04-03"
"Al Hanssali","28.2","668.2","188.1","2020-04-03"
"Al Massira","12.2","2657","323.5","2021-04-03"
"Al Massira","16.8","2657","446.9","2020-04-03"
"Oued El Makhazine","94","672.9","632.2","2021-04-04"
"Oued El Makhazine","99.8","672.9","671.8","2020-04-04"
"Hassan II","28.9","392.3","113.2","2021-04-04"
"Hassan II","30.5","392.3","119.6","2020-04-04"
"Oued ZA","70.5","94.9","66.9","2021-04-04"
"Oued ZA","100","94.9","94.9","2020-04-04"
"Mohamed V","35.9","239.5","85.9","2021-04-04"
"Mohamed V","63.7","239.5","152.5","2020-04-04"
"Idriss 1er","79.8","1129.6","901.1","2021-04-04"
"Idriss 1er","80.5","1129.6","909.6","2020-04-04"
"Al Wahda","74.7","3522.3","2631.8","2021-04-04"
"Al Wahda","59.1","3522.3","2080","2020-04-04"
"El Kensera","31","216.4","67.1","2021-04-04"
"El Kensera","49.2","216.4","106.6","2020-04-04"
"Bin El Ouidane","35.4","1215.5","430.3","2021-04-04"
"Bin El Ouidane","38.7","1215.5","470.5","2020-04-04"
"Al Hanssali","38.9","668.2","259.7","2021-04-04"
"Al Hanssali","28.1","668.2","187.5","2020-04-04"
"Al Massira","12.2","2657","323.5","2021-04-04"
"Al Massira","16.9","2657","448.7","2020-04-04"
"Oued El Makhazine","93.9","672.9","631.9","2021-04-05"
"Oued El Makhazine","100","672.9","672.9","2020-04-05"
"Hassan II","28.8","392.3","113.2","2021-04-05"
"Hassan II","30.5","392.3","119.6","2020-04-05"
"Oued ZA","70.5","94.9","66.9","2021-04-05"
"Oued ZA","100","94.9","94.9","2020-04-05"
"Mohamed V","35.9","239.5","85.9","2021-04-05"
"Mohamed V","63.4","239.5","151.8","2020-04-05"
"Idriss 1er","79.5","1129.6","898","2021-04-05"
"Idriss 1er","80.6","1129.6","910.6","2020-04-05"
"Al Wahda","74.7","3522.3","2632.8","2021-04-05"
"Al Wahda","59.3","3522.3","2087.3","2020-04-05"
"El Kensera","31","216.4","67.1","2021-04-05"
"El Kensera","49.2","216.4","106.5","2020-04-05"
"Bin El Ouidane","35.4","1215.5","430.6","2021-04-05"
"Bin El Ouidane","38.8","1215.5","471.8","2020-04-05"
"Al Hanssali","39","668.2","260.7","2021-04-05"
"Al Hanssali","28.1","668.2","187.6","2020-04-05"
"Al Massira","12.2","2657","323.9","2021-04-05"
"Al Massira","16.9","2657","447.8","2020-04-05"
"Oued El Makhazine","93.9","672.9","631.5","2021-04-06"
"Oued El Makhazine","100","672.9","672.9","2020-04-06"
"Hassan II","28.8","392.3","113.2","2021-04-06"
"Hassan II","30.5","392.3","119.6","2020-04-06"
"Oued ZA","70.6","94.9","67","2021-04-06"
"Oued ZA","100","94.9","94.9","2020-04-06"
"Mohamed V","35.3","239.5","84.6","2021-04-06"
"Mohamed V","62.8","239.5","150.5","2020-04-06"
"Idriss 1er","79.4","1129.6","897","2021-04-06"
"Idriss 1er","80.7","1129.6","911.7","2020-04-06"
"Al Wahda","74.8","3522.3","2633.8","2021-04-06"
"Al Wahda","59.3","3522.3","2089.1","2020-04-06"
"El Kensera","31","216.4","67.1","2021-04-06"
"El Kensera","49.2","216.4","106.4","2020-04-06"
"Bin El Ouidane","35.5","1215.5","431.2","2021-04-06"
"Bin El Ouidane","38.9","1215.5","473","2020-04-06"
"Al Hanssali","39","668.2","260.7","2021-04-06"
"Al Hanssali","28.1","668.2","187.6","2020-04-06"
"Al Massira","12.2","2657","323.5","2021-04-06"
"Al Massira","16.9","2657","447.8","2020-04-06"
"Oued El Makhazine","93.9","672.9","631.5","2021-04-07"
"Oued El Makhazine","100","672.9","672.9","2020-04-07"
"Hassan II","28.8","392.3","113.1","2021-04-07"
"Hassan II","30.5","392.3","119.6","2020-04-07"
"Oued ZA","70.9","94.9","67.3","2021-04-07"
"Oued ZA","100","94.9","94.9","2020-04-07"
"Mohamed V","34.7","239.5","83.2","2021-04-07"
"Mohamed V","62.1","239.5","148.8","2020-04-07"
"Idriss 1er","79.3","1129.6","896","2021-04-07"
"Idriss 1er","80.8","1129.6","913.2","2020-04-07"
"Al Wahda","74.7","3522.3","2631.8","2021-04-07"
"Al Wahda","59.6","3522.3","2099","2020-04-07"
"El Kensera","31","216.4","67.1","2021-04-07"
"El Kensera","49.1","216.4","106.3","2020-04-07"
"Bin El Ouidane","35.5","1215.5","431.2","2021-04-07"
"Bin El Ouidane","38.9","1215.5","473.4","2020-04-07"
"Al Hanssali","38.7","668.2","258.4","2021-04-07"
"Al Hanssali","28","668.2","186.9","2020-04-07"
"Al Massira","12.1","2657","322.2","2021-04-07"
"Al Massira","16.8","2657","446.1","2020-04-07"
"Oued El Makhazine","93.8","672.9","631.1","2021-04-08"
"Oued El Makhazine","100","672.9","672.9","2020-04-08"
"Hassan II","28.8","392.3","113.1","2021-04-08"
"Hassan II","30.5","392.3","119.6","2020-04-08"
"Oued ZA","71.1","94.9","67.5","2021-04-08"
"Oued ZA","100","94.9","94.9","2020-04-08"
"Mohamed V","34","239.5","81.4","2021-04-08"
"Mohamed V","61.2","239.5","146.6","2020-04-08"
"Idriss 1er","79.2","1129.6","895","2021-04-08"
"Idriss 1er","81","1129.6","914.7","2020-04-08"
"Al Wahda","74.7","3522.3","2629.7","2021-04-08"
"Al Wahda","59.7","3522.3","2101.7","2020-04-08"
"El Kensera","30.9","216.4","67","2021-04-08"
"El Kensera","49.1","216.4","106.3","2020-04-08"
"Bin El Ouidane","35.5","1215.5","431.2","2021-04-08"
"Bin El Ouidane","39","1215.5","474.2","2020-04-08"
"Al Hanssali","38.5","668.2","257.1","2021-04-08"
"Al Hanssali","28","668.2","187","2020-04-08"
"Al Massira","12","2657","319.1","2021-04-08"
"Al Massira","16.8","2657","445.6","2020-04-08"
"Oued El Makhazine","93.7","672.9","630.8","2021-04-09"
"Oued El Makhazine","100","672.9","672.9","2020-04-09"
"Hassan II","28.8","392.3","113.1","2021-04-09"
"Hassan II","30.5","392.3","119.6","2020-04-09"
"Oued ZA","71.3","94.9","67.6","2021-04-09"
"Oued ZA","100","94.9","94.9","2020-04-09"
"Mohamed V","33.5","239.5","80.2","2021-04-09"
"Mohamed V","60.4","239.5","144.6","2020-04-09"
"Idriss 1er","79.1","1129.6","894","2021-04-09"
"Idriss 1er","81.1","1129.6","915.7","2020-04-09"
"Al Wahda","74.6","3522.3","2627.7","2021-04-09"
"Al Wahda","59.8","3522.3","2106.3","2020-04-09"
"El Kensera","30.9","216.4","67","2021-04-09"
"El Kensera","49.1","216.4","106.2","2020-04-09"
"Bin El Ouidane","35.5","1215.5","431.2","2021-04-09"
"Bin El Ouidane","39","1215.5","474.6","2020-04-09"
"Al Hanssali","38.3","668.2","255.8","2021-04-09"
"Al Hanssali","28","668.2","186.9","2020-04-09"
"Al Massira","12","2657","318","2021-04-09"
"Al Massira","16.8","2657","445.6","2020-04-09"
"Oued El Makhazine","93.7","672.9","630.8","2021-04-10"
"Oued El Makhazine","100","672.9","672.9","2020-04-10"
"Hassan II","28.8","392.3","113.1","2021-04-10"
"Hassan II","30.5","392.3","119.6","2020-04-10"
"Oued ZA","71.1","94.9","67.5","2021-04-10"
"Oued ZA","100","94.9","94.9","2020-04-10"
"Mohamed V","33.2","239.5","79.5","2021-04-10"
"Mohamed V","60.4","239.5","144.6","2020-04-10"
"Idriss 1er","79.1","1129.6","893","2021-04-10"
"Idriss 1er","81.1","1129.6","915.7","2020-04-10"
"Al Wahda","74.6","3522.3","2626.6","2021-04-10"
"Al Wahda","59.8","3522.3","2106.3","2020-04-10"
"El Kensera","31.3","216.4","67.8","2021-04-10"
"El Kensera","49.1","216.4","106.2","2020-04-10"
"Bin El Ouidane","35.5","1215.5","431.6","2021-04-10"
"Bin El Ouidane","39","1215.5","474.6","2020-04-10"
"Al Hanssali","38.3","668.2","256","2021-04-10"
"Al Hanssali","28","668.2","186.9","2020-04-10"
"Al Massira","11.9","2657","317.3","2021-04-10"
"Al Massira","16.8","2657","445.6","2020-04-10"
"Oued El Makhazine","93.7","672.9","630.4","2021-04-11"
"Oued El Makhazine","100","672.9","672.9","2020-04-11"
"Hassan II","28.8","392.3","113.1","2021-04-11"
"Hassan II","30.5","392.3","119.6","2020-04-11"
"Oued ZA","71.1","94.9","67.5","2021-04-11"
"Oued ZA","100","94.9","94.9","2020-04-11"
"Mohamed V","32.4","239.5","77.5","2021-04-11"
"Mohamed V","58.7","239.5","140.5","2020-04-11"
"Idriss 1er","79","1129.6","892","2021-04-11"
"Idriss 1er","81.4","1129.6","919.8","2020-04-11"
"Al Wahda","74.5","3522.3","2625.6","2021-04-11"
"Al Wahda","60.1","3522.3","2116.3","2020-04-11"
"El Kensera","33","216.4","71.5","2021-04-11"
"El Kensera","49","216.4","106.1","2020-04-11"
"Bin El Ouidane","35.5","1215.5","431.4","2021-04-11"
"Bin El Ouidane","38.8","1215.5","472","2020-04-11"
"Al Hanssali","38.2","668.2","255.3","2021-04-11"
"Al Hanssali","27.9","668.2","186.7","2020-04-11"
"Al Massira","11.9","2657","317.3","2021-04-11"
"Al Massira","16.8","2657","445.6","2020-04-11"
"Oued El Makhazine","93.6","672.9","630.1","2021-04-12"
"Oued El Makhazine","100","672.9","672.9","2020-04-12"
"Hassan II","28.8","392.3","113.1","2021-04-12"
"Hassan II","30.5","392.3","119.6","2020-04-12"
"Oued ZA","71.1","94.9","67.5","2021-04-12"
"Oued ZA","100","94.9","94.9","2020-04-12"
"Mohamed V","32.3","239.5","77.3","2021-04-12"
"Mohamed V","58.7","239.5","140.5","2020-04-12"
"Idriss 1er","78.8","1129.6","890","2021-04-12"
"Idriss 1er","81.4","1129.6","919.8","2020-04-12"
"Al Wahda","74.5","3522.3","2624.6","2021-04-12"
"Al Wahda","60.1","3522.3","2116.3","2020-04-12"
"El Kensera","35.7","216.4","77.3","2021-04-12"
"El Kensera","49","216.4","106.1","2020-04-12"
"Bin El Ouidane","35.5","1215.5","431.6","2021-04-12"
"Bin El Ouidane","38.8","1215.5","472","2020-04-12"
"Al Hanssali","37.5","668.2","250.6","2021-04-12"
"Al Hanssali","27.9","668.2","186.7","2020-04-12"
"Al Massira","12","2657","318.4","2021-04-12"
"Al Massira","16.8","2657","445.6","2020-04-12"
"Oued El Makhazine","93.6","672.9","630.1","2021-04-13"
"Oued El Makhazine","100","672.9","672.9","2020-04-13"
"Hassan II","28.8","392.3","113.1","2021-04-13"
"Hassan II","30.6","392.3","119.9","2020-04-13"
"Oued ZA","71.1","94.9","67.5","2021-04-13"
"Oued ZA","100","94.9","94.9","2020-04-13"
"Mohamed V","31.5","239.5","75.5","2021-04-13"
"Mohamed V","58.3","239.5","139.6","2020-04-13"
"Idriss 1er","78.8","1129.6","890.5","2021-04-13"
"Idriss 1er","81.7","1129.6","922.3","2020-04-13"
"Al Wahda","74.5","3522.3","2624.6","2021-04-13"
"Al Wahda","60.3","3522.3","2123.6","2020-04-13"
"El Kensera","39.2","216.4","84.8","2021-04-13"
"El Kensera","49","216.4","106","2020-04-13"
"Bin El Ouidane","35.5","1215.5","432","2021-04-13"
"Bin El Ouidane","38.5","1215.5","468.5","2020-04-13"
"Al Hanssali","38.1","668.2","254.9","2021-04-13"
"Al Hanssali","27.7","668.2","185.2","2020-04-13"
"Al Massira","12","2657","317.7","2021-04-13"
"Al Massira","16.7","2657","444.8","2020-04-13"
"Oued El Makhazine","93.5","672.9","629.4","2021-04-14"
"Oued El Makhazine","100","672.9","672.9","2020-04-14"
"Hassan II","28.8","392.3","113.1","2021-04-14"
"Hassan II","30.6","392.3","119.9","2020-04-14"
"Oued ZA","71.2","94.9","67.6","2021-04-14"
"Oued ZA","100","94.9","94.9","2020-04-14"
"Mohamed V","31","239.5","74.3","2021-04-14"
"Mohamed V","58.3","239.5","139.6","2020-04-14"
"Idriss 1er","78.7","1129.6","888.5","2021-04-14"
"Idriss 1er","81.7","1129.6","922.3","2020-04-14"
"Al Wahda","74.5","3522.3","2623.6","2021-04-14"
"Al Wahda","60.3","3522.3","2123.6","2020-04-14"
"El Kensera","43","216.4","93","2021-04-14"
"El Kensera","49","216.4","106","2020-04-14"
"Bin El Ouidane","35.6","1215.5","432.2","2021-04-14"
"Bin El Ouidane","38.5","1215.5","468.5","2020-04-14"
"Al Hanssali","37.9","668.2","252.9","2021-04-14"
"Al Hanssali","27.7","668.2","185.2","2020-04-14"
"Al Massira","11.9","2657","316.3","2021-04-14"
"Al Massira","16.7","2657","444.8","2020-04-14"
"Oued El Makhazine","93.5","672.9","629","2021-04-15"
"Oued El Makhazine","100","672.9","672.9","2020-04-15"
"Hassan II","28.9","392.3","113.2","2021-04-15"
"Hassan II","30.6","392.3","119.9","2020-04-15"
"Oued ZA","71.3","94.9","67.6","2021-04-15"
"Oued ZA","100","94.9","94.9","2020-04-15"
"Mohamed V","31","239.5","74.1","2021-04-15"
"Mohamed V","69.6","239.5","166.6","2020-04-15"
"Idriss 1er","79.1","1129.6","893","2021-04-15"
"Idriss 1er","81.8","1129.6","924.3","2020-04-15"
"Al Wahda","74.5","3522.3","2623.6","2021-04-15"
"Al Wahda","60.6","3522.3","2134.5","2020-04-15"
"El Kensera","46.7","216.4","101","2021-04-15"
"El Kensera","49","216.4","106.1","2020-04-15"
"Bin El Ouidane","35.6","1215.5","432.6","2021-04-15"
"Bin El Ouidane","38.3","1215.5","465.9","2020-04-15"
"Al Hanssali","38.2","668.2","255","2021-04-15"
"Al Hanssali","27.4","668.2","182.8","2020-04-15"
"Al Massira","11.8","2657","314.6","2021-04-15"
"Al Massira","16.7","2657","444.3","2020-04-15"
"Oued El Makhazine","93.4","672.9","628.6","2021-04-16"
"Oued El Makhazine","100","672.9","672.9","2020-04-16"
"Hassan II","28.9","392.3","113.2","2021-04-16"
"Hassan II","30.6","392.3","119.9","2020-04-16"
"Oued ZA","71.4","94.9","67.7","2021-04-16"
"Oued ZA","100","94.9","94.9","2020-04-16"
"Mohamed V","32.5","239.5","77.8","2021-04-16"
"Mohamed V","69.6","239.5","166.6","2020-04-16"
"Idriss 1er","79.2","1129.6","894.5","2021-04-16"
"Idriss 1er","81.8","1129.6","924.3","2020-04-16"
"Al Wahda","74.5","3522.3","2622.6","2021-04-16"
"Al Wahda","60.6","3522.3","2134.5","2020-04-16"
"El Kensera","50.5","216.4","109.3","2021-04-16"
"El Kensera","49","216.4","106.1","2020-04-16"
"Bin El Ouidane","35.7","1215.5","434.5","2021-04-16"
"Bin El Ouidane","38.3","1215.5","465.9","2020-04-16"
"Al Hanssali","38.3","668.2","256","2021-04-16"
"Al Hanssali","27.4","668.2","182.8","2020-04-16"
"Al Massira","11.9","2657","316.7","2021-04-16"
"Al Massira","16.7","2657","444.3","2020-04-16"
"Oued El Makhazine","93.5","672.9","629","2021-04-17"
"Oued El Makhazine","100","672.9","672.9","2020-04-17"
"Hassan II","28.9","392.3","113.2","2021-04-17"
"Hassan II","30.6","392.3","119.9","2020-04-17"
"Oued ZA","71.6","94.9","67.9","2021-04-17"
"Oued ZA","100","94.9","94.9","2020-04-17"
"Mohamed V","34.9","239.5","83.5","2021-04-17"
"Mohamed V","69.6","239.5","166.6","2020-04-17"
"Idriss 1er","79.4","1129.6","897","2021-04-17"
"Idriss 1er","81.8","1129.6","924.3","2020-04-17"
"Al Wahda","74.5","3522.3","2623.6","2021-04-17"
"Al Wahda","60.6","3522.3","2134.5","2020-04-17"
"El Kensera","50.6","216.4","109.5","2021-04-17"
"El Kensera","49","216.4","106.1","2020-04-17"
"Bin El Ouidane","35.9","1215.5","436.5","2021-04-17"
"Bin El Ouidane","38.3","1215.5","465.9","2020-04-17"
"Al Hanssali","38.3","668.2","256.2","2021-04-17"
"Al Hanssali","27.4","668.2","182.8","2020-04-17"
"Al Massira","12.2","2657","322.9","2021-04-17"
"Al Massira","16.7","2657","444.3","2020-04-17"
"Oued El Makhazine","93.4","672.9","628.6","2021-04-18"
"Oued El Makhazine","100","672.9","672.9","2020-04-18"
"Hassan II","28.9","392.3","113.2","2021-04-18"
"Hassan II","30.6","392.3","119.9","2020-04-18"
"Oued ZA","71.2","94.9","67.6","2021-04-18"
"Oued ZA","100","94.9","94.9","2020-04-18"
"Mohamed V","36.2","239.5","86.7","2021-04-18"
"Mohamed V","69.6","239.5","166.6","2020-04-18"
"Idriss 1er","79.6","1129.6","899.1","2021-04-18"
"Idriss 1er","81.8","1129.6","924.3","2020-04-18"
"Al Wahda","74.5","3522.3","2623.6","2021-04-18"
"Al Wahda","60.6","3522.3","2134.5","2020-04-18"
"El Kensera","50.6","216.4","109.5","2021-04-18"
"El Kensera","49","216.4","106.1","2020-04-18"
"Bin El Ouidane","36.1","1215.5","438.4","2021-04-18"
"Bin El Ouidane","38.3","1215.5","465.9","2020-04-18"
"Al Hanssali","38.2","668.2","255.1","2021-04-18"
"Al Hanssali","27.4","668.2","182.8","2020-04-18"
"Al Massira","12.2","2657","323.5","2021-04-18"
"Al Massira","16.7","2657","444.3","2020-04-18"
"Oued El Makhazine","93.4","672.9","628.6","2021-04-19"
"Oued El Makhazine","100","672.9","672.9","2020-04-19"
"Hassan II","28.9","392.3","113.3","2021-04-19"
"Hassan II","30.6","392.3","119.9","2020-04-19"
"Oued ZA","71.8","94.9","68.1","2021-04-19"
"Oued ZA","100","94.9","94.9","2020-04-19"
"Mohamed V","37.4","239.5","89.7","2021-04-19"
"Mohamed V","69.6","239.5","166.6","2020-04-19"
"Idriss 1er","79.5","1129.6","898.6","2021-04-19"
"Idriss 1er","81.8","1129.6","924.3","2020-04-19"
"Al Wahda","74.5","3522.3","2623.6","2021-04-19"
"Al Wahda","60.6","3522.3","2134.5","2020-04-19"
"El Kensera","50.6","216.4","109.5","2021-04-19"
"El Kensera","49","216.4","106.1","2020-04-19"
"Bin El Ouidane","36.2","1215.5","440.4","2021-04-19"
"Bin El Ouidane","38.3","1215.5","465.9","2020-04-19"
"Al Hanssali","38.1","668.2","254.9","2021-04-19"
"Al Hanssali","27.4","668.2","182.8","2020-04-19"
"Al Massira","12.2","2657","324.6","2021-04-19"
"Al Massira","16.7","2657","444.3","2020-04-19"
"Oued El Makhazine","93.4","672.9","628.3","2021-04-20"
"Oued El Makhazine","100","672.9","672.9","2020-04-20"
"Hassan II","28.9","392.3","113.3","2021-04-20"
"Hassan II","30.6","392.3","119.9","2020-04-20"
"Oued ZA","72","94.9","68.3","2021-04-20"
"Oued ZA","100","94.9","94.9","2020-04-20"
